0,COc1ccccc1-c1cc(-c2ccc3c(c2)C2(O)C(OC(=O)CC(C)C2)C(C)=C(C)C3=O)ccn1
1,CC(C)N1Cc2c(NC(=O)c3ccc4[nH]c(-c5ccc(Cl)cn5)nc4c3)cccc21
2,CC1CCCCC1CN1CCC(C(=O)N2CCC3(C)c4ccccc4CC2C3)CC1
3,O=C1c2cccc(-c3cc(F)cc(F)c3)c2CCC1NC1CCC(Cc2cccc(O)c2)CC1
4,CCC(NC(=O)c1ccc(-n2nnc(C(C)C)n2)cc1)c1ccc(C=CC(=O)OC)c(C)c1
5,CCCN1CCN(c2cc(Nc3nc4ccccc4s3)nc(N3CCOCC3C)n2)CC1
6,Fc1cccc(Cn2nnc3c(NCCc4nc5ccccc5o4)ncnc32)c1
7,CC(NC(=O)c1ccco1)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
8,NC(=O)c1cccc(C2=Nc3c(c(CN4CC5CCC(C4)O5)c2)C(=O)NCC3)c1
9,CC(C)Oc1ccc(CCN2CCC3(CC2)CN(c2ccc(NC(=O)c3ccc(F)cc3)cc2)C(=O)O3)cc1
10,CC(C)C(NC(=O)CC(N)CC(Cc1ccccc1)C(=O)NO)C(C)(C)C
11,CCCCCN1CCN(C2=Nc3c(N4CCOCC4)ncnc3OC(C)C)CC1
12,NC(=O)c1cccc(-c2c(O)cc(O)c3c(=O)cc(N4CCOCC4)oc23)c1
13,CC(NC(=O)C(N)Cc1ccc(F)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
14,CC1CCC(NC(=O)c2cnc3cccc(-c4cccc(NCc5ccccn5)c4)c3n2)CC1
15,CC(C)c1cc(C)c2ccc(OCc3ccc(OC(F)(F)F)cc3F)cc2n1
16,CCNC(=O)Nc1ccc2c(c1)OC(c1cccc3ccccc13)CC2=O
17,CC(C)=CCCNC(=O)c1cc(Cl)cc(Cl)c1
18,Cc1cccc2c1CC(C(=O)NS(=O)(=O)c1ccc(F)cc1)CO2
19,CCCCCCCCCCCCCCCCCC(=O)NCC(O)COc1ccccc1
20,Cc1cc(OCc2ccc(NS(=O)(=O)CCc3ccccc3)nc2)ccc1Cl
21,N#Cc1c(-c2ccccc2)c(-c2c(F)cccc2F)nc2ccccc12)c1ccccc1
22,O=C(CC(O)C(CCCCCC(=O)N1CCCCC1)c1ccc(-c2ccccc2)cc1)NC(=O)C1NC2CCC1C2
23,CN1CCN(C2CCCN2c2ccc(-c3ccc(F)cc3)cc2)CC1
24,CCOC(=O)CCCCCOc1ccc(-c2ccc(CC(C#N)NC(=O)C3NC4CCC3C4)cc2)cc1
25,O=c1[nH]c2ccccc2n1CCCN1CCOC2CCN(CCC3CCCCC3)c21
26,NC(COc1ccc(CCCC(N)=O)cc1)C(=O)O
27,COc1ccc(S(=O)(=O)N(Cc2ccc(-n3cccn3)cc2)C(=O)N2CCC(C)(C)CC2)cc1
28,CCN(Cc1ccccc1)C1CCN(CCc2ccc(NC(=O)c3c(Br)cccc3C)cc2)CC1
29,CC(C)n1c(=NC(=O)c2ccc(-c3nnn[nH]3)cc2)c2ccccc2n1CC12CCN(CC1)CC2
30,OCC1C(Oc2ccc(C(F)(F)F)cc2)CC2CCC(C1)C2C(=O)NCc1ccc(Cl)cc1Cl
31,Cc1ccccc1-c1cccc(CCN(CCCCC(=O)O)CC(=O)O)c1
32,O=(O)CCCCCOc1ccc(-c2ccc(C(=O)N3CC(N4CCCC4)CC3=O)cc2)cc1
