0,CCCCCCCCCCSCCCC(=O)NCC(=O)Nc1c(C(C)C)cccc1C(C)C
1,CN(Cc1ccccc1)CC(=O)NC1CCC(CCC(=O)O)CC1c1ccc(Br)cc1
2,CC(C=CC=C(C)C=CC(=O)c1ccc(OCCCCCCCC(=O)O)cc1)=CCC=CC(C)=CC(=O)OAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
3,CC(NCc1ccc(C#N)c(C(F)(F)F)c1)c1ccc(C(F)(F)F)cc1
4,Cc1c(C)cc(C(C(=O)CCN2CCCC(O)C2)c2cccc(F)c2)cc1Cl
5,CC(C)(C)c1nc(-c2ccc(F)cc2)c2c(c1CC(=O)N2)C(=O)O
6,CC(C)c1cc(C(N)C(=O)N2CCCC(CCCO)C2)c(C(F)(F)F)cc1OC
7,CCn1c(=O)c2nc(-c3ccc(C(F)(F)F)cc3)[nH]c2n(CCC)c1=O
8,CCCCCCS(=O)(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(C(C)(C)C)cc3)c2)cc1
9,CCS(=O)(=O)c1ccc(NC(=O)C2CCC(c3ccc(F)cc3)CC2)cc1
10,Cc1ccc(-c2ccc(F)cc2)c(CCc2ccc(C(C)(C)C)c(F)c2)c1
11,CCCCCCC(=O)O
12,O=(CC=)CCO)O=(CCCCCCCCCCCCCCCCC(=O)OCC)CC(=O)O
13,CCCCCC(CC)C(NC(=O)c1cc(-c2ccc(F)cc2)cc(C(F)(F)F)c1)C(=O)O
14,CC(=Cc1cc(F)cc(C(C)C)c1)CC(O)C(Cc1ccc(C#N)cc1)NC(=O)c1ccc(N2CCCCC2)cc1
15,CC1=CCCC(C)=CCCC(C=CC(=O)OCC)C1CCCCCC(=O)O
16,CN(C(=O)c1ccncc1)c1cc(OCCc2ccc(F)cc2)ccc1Cl
17,O=C(NCC1CCC(NC(=O)C(CCc2cc(Cl)ccc2Cl)NCC2CCC(F)(F)CC2)CC1)c1ccc(F)cc1
18,O=C1Cn2c(C3CCC3)nc(-c3cccc(-c4ccc(C(F)(F)F)cc4)n3)c21
19,Cc1ccc(C(=O)NC2CCCCN2C(=O)C(N)Cc2cccc(Cl)c2)cc1
20,CN1CC(CN2CCCC(Cc3ccc(-c4ccc(Cl)cc4)cc3)C2=O)CC1=O
21,C=C(c1ccc(F)cc1)c1ccc(C(F)(F)F)c(C(F)(F)F)c1
22,C=CCNC(=O)C=Cc1cccc(C(c2ccc(C(=O)O)cc2)c2ccc(F)cc2)c1
23,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O)C(=O)O
24,Fc1ccc(OC(CNC(c2ccccc2)c2ccc(F)cc2)c2ccc(OCC(F)(F)F)cc2)cc1Cl
25,CCCCN(Cc1ccc(OCC(F)(F)F)c(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(OC(F)F)c1
26,CCn1nc(-c2ccc(C(C)(C)C)cc2)c1C#Cc1ccc(N)nc1
27,COC(=O)C1CC(OC(=O)N2CCC(C)CC2)CC2CCC1(C)CCCC2(C)C
