0,CCCCCC(=O)OCCC1CCC2C(=Cc3ccc(-c4cccc(CC(=O)O)c4)cc3)CCC21
1,O=C(O)c1ccc2c(c1)C(=O)c1ccccc1CO2
2,CN1CCN(c2ccc(-c3ccco3)cc2)CC1
3,CCc1c(NCCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(C(=O)O)cc2)c1C
4,CCC1(c2nc(-c3ccc(CC(=O)O)cc3)oc2C)CCC1
5,Cc1ccc(-c2nc(C)c(CC(=O)O)o2)cc1C
6,O=C(O)Cc1cc(Cl)c2sc(C(c3ccc(F)cc3)c3ccc(F)cc3)nc2c1O
7,CC(C)(C)c1ccc(-c2cccc(C(=O)O)c2)cc1
8,Cc1ccc(-c2ccc(SCC(=O)O)cc2)n(Cc2ccc(CC(=O)O)cc2)c1=O
9,CN1CCN(c2ccc(NC(=O)CCc3ccccc3)cc2)CC1
10,Cc1nn(C)c(-c2ccccc2)c1C#Cc1ccc(N)nc1
11,CCCCCCCCCCCCCCCCCCc1nc(C(=O)O)c(CC(=O)O)o1
12,Cc1cccc(-n2cc(-c3ccc(OCC(=O)O)c(C)c3)cn2)c1C
13,CC1(O)CN(c2ccc(Cl)c(Cl)c2)C(=O)c2cc(Cl)ccc21
14,CC1CCC(NC(=O)C(F)(F)F)CC1
15,O=C(CC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)Nc1cccc2ccccc12
16,CN1CCC(Cc2c(Cl)cc(Cl)c(Cl)c2O)(c2ccccc2)CC1
17,Cc1ccc(C(=O)Nc2nc(SCC(=O)O)cs2)cc1C
18,O=C(O)c1cccc(-c2ccc(-c3ccc(O)cc3)o2)c1
19,Cc1nn(C2CCC2)c2c1CC1CC21
20,Cc1ccccc1-c1cc(CC(C)C(=O)O)cc(-c2cccc(Cl)c2)c1
21,CCCCCCCCCCCCCCc1ccc(C(C)Cc2ccc(CC(=O)O)cc2)cc1
22,CC(C)Cc1nc(-c2ccc(CO)c(CC(=O)O)c2)c(-c2ccc(F)cc2F)s1
23,CC(C)(C)c1cc(Oc2ccccc2)ccc1O
24,CC(C)(C)c1ccc(C(C)(C)C)cc1
25,C=C(C)c1ccc(Cl)c(N=C(c2ccc(Cl)cc2)c2ccccc2C)c1C
26,COc1cc(Cc2ccc(Cl)cc2)cc(CCC(=O)O)c1C
27,CC(C)(CO)C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(C=Cc1ccccc1)NC(=O)C(C)C
28,O=C(O)C1CCC(c2ccc(OCc3ccc(C(=O)O)cc3)cc2)CC1
29,CN(Cc1cn(-c2ccc(O)c(C(=O)O)c2)cn1)c1ccc(F)cc1C
30,CCCCCc1cccc(-c2cccc(C(=O)O)c2)c1
31,O=C(O)c1cc(-c2ccc(Cl)cc2)cc(C(=O)O)c1
32,CCc1nn(C(=O)c2cc(C)c(C)c(C)c2)c2ccccc12
33,Cc1cc(C)cc(-c2ccc(C(=O)NC(C)c3ccc4c(c3)OCO4)c(C)c2)c1C
34,O=C1NC(=S)SC1=Cc1ccc(-c2cccc(C(=O)O)c2)o1
35,O=C(O)c1cc(-c2ccccc2)oc1CCC(=O)O
36,O=C(O)CC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
37,CCCc1nc(C)c(-c2ccc(OC)c(C(=O)O)c2)s1
38,CCCCc1nc(C)c(C(=O)O)o1
39,Cc1c(C=C(O)CC(=O)O)c(-c2ccc(Cl)cc2)n(-c2ccc(F)cc2)c1C
40,CC(C)N1CCC(Oc2ccc(CCC(C)(C)NC(=O)C3CCCC3)cc2)CC1
41,CN(Cc1ccc(-c2cccc(O)c2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1
42,CCC1(O)CC(=CCCC(=O)O)C(c2ccc(C)c(C)c2)C1
43,Cc1ccc2c(c1)C(=O)NC(c1ccc(Cl)cc1)C(c1ccccc1)CC2
44,CCC(C(=O)O)c1nn(-c2c(Cl)ccc(Cl)c2Cl)c(-c2ccc(Cl)cc2)c1C
45,Cc1nc(-c2ccc(OC(F)(F)F)cc2)c(-c2ccccc2)o1
46,CC(Cc1cc(O)c(O)c(C)c1)CCCCC(=O)O
47,CC(C)(Cc1ccc(-c2ccc(Cl)cc2)cn1)C(=O)N1CCC(c2ccccc2)CC1
48,CS(=O)(=O)N1CCN(c2cn(C)c(=O)n(-c3ccc(-c4ccccc4)cc3)c2)CC1
49,Cc1ccc(C(=O)Nc2ccc(CC(=O)O)cc2)cc1
50,COC(=O)C(C)(C)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
51,C=CC(=O)Nc1ccc(N(C)c2ccc(Cl)c(Cl)c2)cc1
52,C=C(c1cccc(C(=O)O)c1)c1ccc(C(C)C)cc1C
53,CN1CC(O)(c2ccccc2)CC1c1ccc(Cl)cc1
54,CC(C)CCCc1cn(-c2cc(C(=O)O)c(O)cc2C)c2ccc(Cl)cc12
55,CN(C)CCCc1cnn(-c2ccc(C(=O)O)cc2)c1C
56,CN(C)C(=O)c1ccc(-c2cc3c(Cl)ccc(Nc4ccccc4)c3oc2)cc1
57,Cc1cc2c(Nc3cccc(Cl)c3)c(C#N)cnc2cc1OCC
