0,O=C(O)c1c(-c2ccc(Cl)c(Cl)c2)nc(-c2ccco2)o1
1,CC(C)(Cc1ccc(C(=O)O)cc1)c1ccc(-c2ccc(Cl)cc2)cc1
2,CCCc1c(Cl)ccn2c(=C(O)C(CC(C)(C)C)CCCC(=O)O)c1C
3,Cc1cc(C)c(-c2ccc(CC(=O)O)cc2)c(C)c1C
4,C=C(c1ccc(C(=O)O)cc1)c1cc(-c2ccccc2)oc1C(=O)O
5,CN(C)c1cccc(-c2ccc(Nc3cc(C)cc(C)c3)cc2)c1
6,CC(C)(C)c1cnc(-c2cc(C(=O)O)oc2)cc1C
7,CN(C)c1ccc(Cl)c(SCC(=O)O)c1
8,Cc1nc(C)c(-c2ccc(CCC(=O)O)cc2)o1
9,CC(Cc1ccc(C(=O)O)cc1)c1ccc(-c2ccccc2)c(Cl)c1C
10,O=C(O)Cc1c(-c2ccccc2)c(-c2ccccc2)c(=O)n(-c2cccc(O)c2)c1C
11,Cc1cc(C)cc(C(Cc2ccc(C(C)C)cc2)c2ccc(O)c(C)c2)c1
12,O=C(O)NC(Cc1ccc(-c2cc(Cl)cc(Cl)c2)cc1)C(=O)O
13,Cc1ccc(Nc2c(Cl)cn(C)c2=O)c(C)c1CC(=O)O
14,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1
15,CCN(CC(C)(C)c1ccc2ccc(C(=O)O)cc2c1C)C
16,O=C(O)CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1
17,CN(Cc1ccc(O)c(C(=O)O)c1)c1ccc(Oc2ccccc2)cc1
18,CC(C)(C)c1cnc(CCCc2ccccc2)o1
19,CC(C)c1c(=O)n(-c2ccc(Cl)cc2)c2ccc(C(=O)O)cc12
20,C=C(CC(=O)O)c1ccc(C(C)(C)C)cc1
21,O=C(O)CCc1c(-c2ccc(Cl)c(Cl)c2)cn(-c2ccc(OC)c(C(=O)O)c2)c1C
22,CC(C)(C)c1cc(Cl)c(-c2ccc(C(=O)O)cc2)cc1O
23,O=C(O)c1ccc(-c2nccc(-c3ccccc3)n2)cc1
24,CN(Cc1cccc(C(=O)O)c1)c1ccc(S(N)(=O)=O)c(O)c1
25,CC(C)(C)c1ccc(Cl)c(-c2ccc(C(=O)O)cc2)c1
26,O=C(CCc1cc(-c2ccc(Cl)cc2Cl)nc(-c2ccc(Cl)cc2)n1
27,CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)cc1
28,Cc1cc(C(=O)O)cc(-c2ccc(Cl)c(Cl)c2)c1C(F)(F)F
29,CCCCC(=O)O)cc1C=CC(=O)O
30,CN(CC(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)c(Cl)c1)C(=O)O
31,CC(C)(CN(Cc1n(-c2ccc(Cl)c(Cl)c2)c2cnc(C(F)(F)F)c3)c1C)CCC(F)(F)C2
32,CCC1(O)CCc2cccc3c2-c2c(c3ccc21)C(=O)O
33,CC(=O)OC)c1cc(C)c(C)c(C)c1
34,CN(Cc1ccc(C(=O)O)cc1)C(C)(C)c1ccc(C(C)(C)C)cc1C
35,O=C(O)CCCc1nc(-c2ccccc2)c(-c2ccc(O)c(CCC(=O)O)c2)c1O
36,O=C(CCCCc1ccccc1)c1ccc(CC(=O)O)cc1
37,O=C(O)CCc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccccc2)o1
38,CN(Cc1ccc(C(=O)O)cc1)c1ccc(C(C)(C)C)cc1
39,CC(C)(C)c1ccc(-c2ccc(C(=O)O)c(O)c2)cc1
40,Cc1ccc(Nc2cc(Cl)nc(SCC(=O)O)c2C)cc1C
41,O=C(O)CCc1nc(-c2cc(Cl)cc(Cl)c2)c(-c2ccccc2)o1
42,CC(C)(C)CCCCc1cc(Cl)c(Cl)c(O)c1
43,O=C(O)CCc1c(Cl)c(Cl)c(-c2ccc(Cl)cc2)n1
44,CC(O)(Cc1ccc(Cl)c(Cl)c1)C(F)(F)F
45,C=C(c1ccc(C(=O)O)cc1)c1ccc(-c2ccccc2)cc1
46,CC(C)(C)c1ccc(-c2ccc(Cl)cc2)c(-c2ccccc2)c1
47,Cc1ccc(-c2ccc(C)cc2)c(CCC2CCC(CCC(=O)O)CC2)c1
48,1ccccc1cO)O)O=(CCCC=CC(=O)O)Oc1ccc(CC(C)C)cc1
49,C=C(C)C(C)=C(C)c1c(-c2ccc(Cl)cc2Cl)nn(-c2ccccc2)c1C
50,CC(C)(C)c1ccc(C(=O)c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1
51,O=C(O)CCCc1nc(-c2ccccc2)c(-c2ccccc2)o1
52,CC(C)(C)c1ccc(-c2ccc(SCC(=O)O)cc2)cc1
53,Cc1ccc(-c2ccc(CC(C)(C)C(=O)O)cc2)cc1C
54,O=C(O)CCCc1nc(-c2ccccc2)c(-c2ccc(Cl)cc2)o1
55,CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)c(CCc2ccc(CCCCC(=O)O)cc2)c1
56,CC(C)(C)c1ccc(OCc2ccc(C(=O)O)cc2)cc1
57,Cc1cccc(-c2nc(C)c(CCC(=O)O)o2)c1C
58,N=C(N)Cc1cc(F)c(-c2cccc(Cl)c2)c(-c2ccccc2)c1
59,O=C(Cc1ccc(-c2ccccc2)cc1)c1ccc2c(CO)cc(-c3ccc(-c4ccccc4)cc3)n1
60,Cc1c(-c2ccc(C(=O)O)cc2)nn(-c2ccc(CCC(=O)O)cc2)c1C
61,O=C(O)CCCCC(=O)O)c1ccccc1
62,C=C(c1ccccc1)c1c(C)c(C)c2cc(O)ccc2c1O
63,O=C(O)CCc1nc(-c2ccc(Cl)cc2)n(-c2ccc(CC(=O)O)cc2)c1C
64,CC(C)(C)c1cc(O)c(-c2cc(Cl)cc(Cl)c2)c(-c2cccc(Cl)c2)c1
65,CC(C)(C)c1ccc2cc(C(=O)c3ccc(CC(=O)O)cc3)oc2c1
66,CC(C)(C)C(C)CCc1ccc(Cc2ccc(O)c(CCC(=O)O)c2)cc1
67,CN(Cc1cccc(C(=O)O)c1)c1ccc2c(c1)CCC2
68,Cc1ccc(C(=O)Nc2ccc(CC(=O)O)cc2)cc1C
69,CC(C)C(C)=C(O)Cn1c(=O)n(-c2ccc(Cl)cc2)c(-c2ccccc2)c1C
70,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
71,Cc1cccc(-c2ccc3c(c2)CN=C(N2CCC(Oc4ccc(Cl)cc4Cl)CC2)CCCC3)c1
72,CC(C)(C)c1cc(C=CC(=O)O)cc(-c2ccccc2)c1
73,Cc1c(Cl)c(Cl)c(-n2cc(C(=O)O)c(C)c2)c1C
74,CC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1
75,Cc1cccc(C(C)(C)c2ccn(-c3ccc(C(CCC(=O)O)C(=O)O)cc3)c2)c1C
76,CC(=O)Nc1ccc(-c2cccc3c2CCC3)cc1
77,Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2ccc(CC(=O)O)cc2)c1C
78,O=C(O)CCc1cc(-c2ccccc2)c(-c2ccccc2)o1
79,1c)2cc)CCCC(ccc2c-(c)2c)lC(c)lC(ccc2c-(ccc1c)C()C(CC
80,CCCCc1ccc(-c2ccc(CCC(=O)O)c(O)c2)cc1
81,O=C(O)CCc1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)o1
82,O=C(O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(Cl)c1
83,O=C(O)c1ccc2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccccc3)c(C(F)(F)F)c2c1
84,Cc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccn(CCC(=O)O)c2)c1C
85,O=C(O)CCc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)o1
86,CC(C)(C)c1cc(-c2ccc(Cl)c(Cl)c2)cc(C(=O)O)c1
87,CC(Cc1c(C)c(C)c2cc(Cl)c(-c3cccc(OCCC(=O)O)c3)c(Cl)c2)c1
88,CC1CCC(C(=O)O)(c2ccc(Cl)cc2)C1
89,CCC(C)(C)c1ccc(C(C)(C)O)cc1C(F)(F)F
90,Cc1cc(-c2cccc(C(F)(F)F)c2)n(-c2cccc(C(=O)O)c2)c1C
91,C=C(C)C(C)c1c(Cl)nn(-c2cc(C)c(C)c(C)n2)c1C
92,CN(Cc1ccc(C(=O)O)cc1)c1ncc(-c2ccc(O)cc2)o1
93,CC(C)(C)c1ccc(-c2ccc(-c3ccccc3C(=O)O)cc2)cc1
94,O=C(O)c1ccc2c(c1)N(c1ccc(-c3ccc(C(C)(C)C)cc3)cc1)CCC(F)(F)C2
95,Cc1c(-c2ccc(C(=O)O)c(O)c2)c(O)c(-c2ccc(Cl)cc2)o1
96,C=C(C)Cc1cnn(-c2ccc(C(=O)O)cc2)c1C
97,CN(Cc1ccc(C(=O)O)cc1)c1cccc(OCc2ccc3ccccc3n2)c1
98,CN(Cc1ccc(-c2ccc(C(=O)O)cc2)cc1)c1ccc2c(c1)CCC2
99,CN(Cc1ccn(-c2ccc(CC(=O)O)cc2)c1)C1CCCCC1
100,O=C(CCCCCc1ccccc1)c1ccc(-c2ccc(Cl)cc2)cc1
101,CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)cc1
102,CC(C)(C)c1cc(Cl)c(-c2ccc(Cl)cc2)c(Cl)c1
103,C=C(c1ccc(C(=O)O)cc1)c1cccc2c1CCC2
104,O=C(O)CCCc1ncc(Cl)c(-c2cccc(O)c2)n1
105,CN1CCC(O)(c2cccc(Cl)c2)CC1
106,Cc1ccc(S(=O)(=O)c2cccc(F)c2)cc1)N1CCCCC1
107,O=C(O)c1ccc2nc(-c3cccc(C(=O)O)c3)cc(-c3ccccc3)c2c1
108,CC(C)(C)c1cn(-c2ccc(C(=O)O)cc2)cc1C
109,CCCCc1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(CCCC(=O)O)cc2)c1C
110,CC(C)=C(NC(=O)OC(C)(C)C)C(C)(C)C
111,CC(C)(C)c1c(Cl)cc(Cl)c(SCC(=O)O)c1C
112,CC(C)(C)c1ccc(-c2ccc(CCCCCCCCC(=O)O)cc2)cc1
113,1ON)2c)lC(cccc2cNCCCCCCCCC(C=O
114,O=C(O)c1ccc(Cc2cccc(-c3cccc(CCc4ccccc4)c3)c2)cc1
115,O=C(O)CCc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)o1
116,CC(=C(C)c1ccc(-c2ccc(CC(CC(=O)O)C(=O)O)c(C(C))C)cc1)C(F)(F)F
117,C=C(c1ccc(C(=O)O)cc1)c1cnc2ccn(Cc3ccc(C(=O)O)cc3)c2c1
118,O=C(O)c1cc2cc(F)c(C(=O)O)c(Cl)c2o1
119,C=C(C)c1ccc(Cl)c(CCCCCCCC(=O)OC)c1
120,CCCCc1cc(-c2ccccc2)n(-c2cccc(C(=O)O)c2)c1C
121,Cc1c(Cl)ccc(Nc2cc(Cl)nc(SCCC(=O)O)n2)c1C
122,CCC(N(C(=O)c1ccc(CCCCCCCC(=O)O)cc1)c1cc(Cl)c(Cl)c(C)c1)C2
123,O=C(c1ccccc1)c1cc(-c2ccccc2)cc2cc(=O)oc12
124,CN(Cc1cc(-c2ccccc2)cc(C(=O)O)c1)c1cccc(O)c1
125,Cc1ccc(NC(=O)Cc2ccc(C(=O)O)cc2)c(C)c1
126,CC(C)CC(C)(C)c1ccc(S(N)(=O)=O)cc1
127,O=C(CCCC=C(c1ccc(Cl)cc1)c1ccc(Cl)cn1)c1ccc(C(=O)c2ccc(Cl)c(Cl)c2)cc1
128,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
129,O=C(Cc1ccc(-c2ccc(C(=O)O)cc2)cc1)c1cccc(Cl)c1
130,C=C(Cc1ccc(C(=O)O)cc1)C(C)(C)CCCC(O)C(C)(C)AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
