0,CS(=O)(=O)c1ccc(CS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1
1,O=C(NS(=O)(=O)c1ccc(C#N)cc1)c1ccc2c(c1)CN(C(=O)c1cc(Cl)c(Cl)c(Cl)c1)CC2
2,CC(=O)Nc1ccc(-c2ccnc3c(C(N)=O)cnc(N)c23)cc1
3,O=C(O)CCOc1ccccc1CSc1nc(Cl)cc(Nc2ccccc2C(=O)O)n1
4,O=C(O)c1ccc(CN2C(=O)C(O)C(C3CCCC3)Oc3ccccc32)cc1
5,Nc1nccn2c(-c3ccn[nH]3)nc(-c3ccc(-n4cccn4)cc3)c12
6,Clc1ccccc1Nc1cncc(-c2ccccc2)n1
7,O=C(c1ccc(Cl)cc1)N(CCc1ccc(C(=O)O)cc1)Cc1ccccc1
8,O=c1[nH]c2ccc(Cl)cc2c(=O)o1
9,O=C(O)c1cc2c(cc1-c1cccc(Br)c1)CCCC2
10,CC(=O)NCC1(c2ccccc2)CCN(c2ncnc3[nH]cc(-c4cncs4)2CC(C)C)CC1
11,CN(CCc1ccc2c(c1)C(=O)C(F)(F)O2)C(=O)C1CC1
12,CC(NC(=O)c1ccc(C#CC(C)(C)O)cc1)C(N)C(=O)N1CC(F)C1
13,COc1ccc(-n2c(=O)n(C)c(=O)n(CCCCN3CCC(Cc4c[nH]c5ccc(F)cc45)CC3)c2=O)cc1
14,O=C(O)c1ccc(CN2CCN(c3ccc(C(F)(F)F)cc3Cl)CC2)cc1
15,Cc1cc(Nc2ncc(Cl)c(Nc3ccc(S(=O)(=O)CCN(C)C)cc3)n2)c(OC)cc1Cl
16,Cc1ccc(CC2CCC(NC(=O)C3CNc4ccc(F)cc43)CC2)cc1
17,Cc1ccc(-c2cc(Cl)ccc2OCC(F)F)n1-c1ccc2c(c1)OC(F)(F)F
18,CC(C)(O)c1ccc(-c2cc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3s2)cc1
19,O=C1N=C(S)CC(=O)N1Cc1ccc(Cl)cc1
20,CN1CCC(c2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)s2)CC1
21,CC(C)C(C)C(=O)NC(C(C)C)C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1
22,CCCCCCCCCC(=O)NC(COP(=O)(O)O)C(O)CC(=O)NCCCc1ccccc1
23,COc1ccc(C=C2SC(=O)NC2=O)cc1OC
24,COc1cccc(CNCCCCCNCCc2c[nH]c3ccccc23)c1
25,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1ncc(-c2cccc(C(=O)N(C)C)c2)cn1
26,CNC(=O)c1ccc(-c2cnc3cc(C(=O)NCCN4CCOCC4)c(F)cn23)cc1
27,NS(=O)(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
28,CCCCN(CCCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12
